,average_price,total_volume,type,year,geography
27321,1.15,88296.0,conventional,2019,Albany
27322,1.84,1901.0,organic,2019,Albany
27323,1.0,573949.0,conventional,2019,Atlanta
27324,1.34,16734.0,organic,2019,Atlanta
27325,1.28,696258.0,conventional,2019,Baltimore/Washington
27326,1.43,34474.0,organic,2019,Baltimore/Washington
27327,1.13,78819.0,conventional,2019,Boise
27328,1.97,4677.0,organic,2019,Boise
27329,1.35,508443.0,conventional,2019,Boston
27330,1.75,19542.0,organic,2019,Boston
27331,1.15,133544.0,conventional,2019,Buffalo/Rochester
27332,1.16,5872.0,organic,2019,Buffalo/Rochester
27333,1.22,4858338.0,conventional,2019,California
27334,1.66,217587.0,organic,2019,California
27335,1.2,206981.0,conventional,2019,Charlotte
27336,2.0,8389.0,organic,2019,Charlotte
27337,1.33,549446.0,conventional,2019,Chicago
27338,1.24,62297.0,organic,2019,Chicago
27339,0.94,237049.0,conventional,2019,Cincinnati/Dayton
27340,0.97,22223.0,organic,2019,Cincinnati/Dayton
27341,0.89,175229.0,conventional,2019,Columbus
27342,0.93,13884.0,organic,2019,Columbus
27343,0.73,1255095.0,conventional,2019,Dallas/Ft. Worth
27344,1.43,24229.0,organic,2019,Dallas/Ft. Worth
27345,1.19,697138.0,conventional,2019,Denver
27346,1.9,24747.0,organic,2019,Denver
27347,1.0,392697.0,conventional,2019,Detroit
27348,1.03,15104.0,organic,2019,Detroit
27349,1.38,130061.0,conventional,2019,Grand Rapids
27350,1.03,9006.0,organic,2019,Grand Rapids
27351,1.07,2996501.0,conventional,2019,Great Lakes
27352,1.12,202297.0,organic,2019,Great Lakes
27353,1.07,267534.0,conventional,2019,Harrisburg/Scranton
27354,1.26,11038.0,organic,2019,Harrisburg/Scranton
27355,1.28,295126.0,conventional,2019,Hartford/Springfield
27356,1.99,8563.0,organic,2019,Hartford/Springfield
27357,0.75,1245032.0,conventional,2019,Houston
27358,1.72,14392.0,organic,2019,Houston
27359,0.93,184808.0,conventional,2019,Indianapolis
27360,1.08,8028.0,organic,2019,Indianapolis
27361,0.9,187636.0,conventional,2019,Jacksonville
27362,1.25,2385.0,organic,2019,Jacksonville
27363,1.01,253090.0,conventional,2019,Las Vegas
27364,1.8,9482.0,organic,2019,Las Vegas
27365,1.11,2342793.0,conventional,2019,Los Angeles
27366,1.56,84384.0,organic,2019,Los Angeles
27367,1.12,75748.0,conventional,2019,Louisville
27368,1.05,6795.0,organic,2019,Louisville
27369,0.92,825618.0,conventional,2019,Miami/Ft. Lauderdale
27370,1.19,9986.0,organic,2019,Miami/Ft. Lauderdale
27371,1.15,2628160.0,conventional,2019,Midsouth
27372,1.44,151440.0,organic,2019,Midsouth
27373,0.94,189609.0,conventional,2019,Nashville
27374,1.08,13854.0,organic,2019,Nashville
27375,0.8,243370.0,conventional,2019,New Orleans/Mobile
27376,1.46,2024.0,organic,2019,New Orleans/Mobile
27377,1.37,1460535.0,conventional,2019,New York
27378,1.74,67166.0,organic,2019,New York
27379,1.26,4082082.0,conventional,2019,Northeast
27380,1.65,175532.0,organic,2019,Northeast
27381,1.24,372531.0,conventional,2019,Northern New England
27382,1.87,16871.0,organic,2019,Northern New England
27383,0.88,428057.0,conventional,2019,Orlando
27384,1.15,6992.0,organic,2019,Orlando
27385,1.16,446546.0,conventional,2019,Philadelphia
27386,1.64,17232.0,organic,2019,Philadelphia
27387,0.83,952037.0,conventional,2019,Phoenix/Tucson
27388,1.78,15009.0,organic,2019,Phoenix/Tucson
27389,0.95,109020.0,conventional,2019,Pittsburgh
27390,1.29,9409.0,organic,2019,Pittsburgh
27391,1.07,1562959.0,conventional,2019,Plains
27392,1.46,35235.0,organic,2019,Plains
27393,1.15,490926.0,conventional,2019,Portland
27394,1.89,33969.0,organic,2019,Portland
27395,1.15,275881.0,conventional,2019,Raleigh/Greensboro
27396,2.23,10210.0,organic,2019,Raleigh/Greensboro
27397,1.14,208014.0,conventional,2019,Richmond/Norfolk
27398,1.25,14862.0,organic,2019,Richmond/Norfolk
27399,1.14,120364.0,conventional,2019,Roanoke
27400,1.29,9997.0,organic,2019,Roanoke
27401,1.36,364657.0,conventional,2019,Sacramento
27402,1.63,15421.0,organic,2019,Sacramento
27403,1.12,461970.0,conventional,2019,San Diego
27404,1.61,17036.0,organic,2019,San Diego
27405,1.54,651150.0,conventional,2019,San Francisco
27406,1.85,54913.0,organic,2019,San Francisco
27407,1.34,433827.0,conventional,2019,Seattle
27408,1.45,75751.0,organic,2019,Seattle
27409,1.04,332956.0,conventional,2019,South Carolina
27410,1.65,11619.0,organic,2019,South Carolina
27411,0.77,5751174.0,conventional,2019,South Central
27412,1.49,98392.0,organic,2019,South Central
27413,0.92,4159478.0,conventional,2019,Southeast
27414,1.31,86201.0,organic,2019,Southeast
27415,1.1,72401.0,conventional,2019,Spokane
27416,1.84,3605.0,organic,2019,Spokane
27417,1.17,142816.0,conventional,2019,St. Louis
27418,2.08,5376.0,organic,2019,St. Louis
27419,1.17,60154.0,conventional,2019,Syracuse
27420,1.34,2815.0,organic,2019,Syracuse
27421,0.87,476865.0,conventional,2019,Tampa
27422,1.17,6957.0,organic,2019,Tampa
27423,1.05,31319054.0,conventional,2019,Total U.S.
27424,1.51,1218328.0,organic,2019,Total U.S.
27425,1.05,5280362.0,conventional,2019,West
27426,1.7,251645.0,organic,2019,West
27427,0.81,721299.0,conventional,2019,West Tex/New Mexico
27428,1.52,17646.0,organic,2019,West Tex/New Mexico
27429,1.0,116033.98,conventional,2019,Albany
27430,1.77,2065.41,organic,2019,Albany
27431,1.02,653758.8,conventional,2019,Atlanta
27432,1.33,20777.09,organic,2019,Atlanta
27433,1.27,774245.3,conventional,2019,Baltimore/Washington
27434,1.36,37317.71,organic,2019,Baltimore/Washington
27435,0.92,114925.44,conventional,2019,Boise
27436,1.92,5651.38,organic,2019,Boise
27437,1.3,565369.22,conventional,2019,Boston
27438,1.7,21480.4,organic,2019,Boston
27439,0.99,180652.28,conventional,2019,Buffalo/Rochester
27440,1.05,10648.64,organic,2019,Buffalo/Rochester
27441,1.06,5900814.91,conventional,2019,California
27442,1.6,227259.8,organic,2019,California
27443,1.06,266704.79,conventional,2019,Charlotte
27444,1.9,10391.87,organic,2019,Charlotte
27445,0.64,1491446.22,conventional,2019,Chicago
27446,1.07,95651.6,organic,2019,Chicago
27447,0.93,284610.48,conventional,2019,Cincinnati/Dayton
27448,1.23,8314.84,organic,2019,Cincinnati/Dayton
27449,0.89,214535.97,conventional,2019,Columbus
27450,1.05,6892.59,organic,2019,Columbus
27451,0.7,1463968.72,conventional,2019,Dallas/Ft. Worth
27452,1.31,26877.8,organic,2019,Dallas/Ft. Worth
27453,0.99,997883.66,conventional,2019,Denver
27454,1.62,24747.14,organic,2019,Denver
27455,1.0,486850.6,conventional,2019,Detroit
27456,1.33,7488.65,organic,2019,Detroit
27457,1.31,193557.73,conventional,2019,Grand Rapids
27458,1.27,6083.19,organic,2019,Grand Rapids
27459,0.87,4611831.19,conventional,2019,Great Lakes
27460,1.13,192511.83,organic,2019,Great Lakes
27461,1.01,304360.1,conventional,2019,Harrisburg/Scranton
27462,1.19,12961.67,organic,2019,Harrisburg/Scranton
27463,1.34,311237.26,conventional,2019,Hartford/Springfield
27464,2.05,8826.68,organic,2019,Hartford/Springfield
27465,0.78,1321891.88,conventional,2019,Houston
27466,1.71,10898.14,organic,2019,Houston
27467,0.91,224681.88,conventional,2019,Indianapolis
27468,1.03,6685.16,organic,2019,Indianapolis
27469,0.87,226943.88,conventional,2019,Jacksonville
27470,1.24,2486.59,organic,2019,Jacksonville
27471,0.97,318166.56,conventional,2019,Las Vegas
27472,1.81,8816.94,organic,2019,Las Vegas
27473,1.08,2534190.66,conventional,2019,Los Angeles
27474,1.45,98988.73,organic,2019,Los Angeles
27475,1.08,97481.53,conventional,2019,Louisville
27476,1.01,5193.72,organic,2019,Louisville
27477,0.9,977274.49,conventional,2019,Miami/Ft. Lauderdale
27478,1.2,10527.71,organic,2019,Miami/Ft. Lauderdale
27479,1.09,3211138.55,conventional,2019,Midsouth
27480,1.45,148519.63,organic,2019,Midsouth
27481,0.95,242482.78,conventional,2019,Nashville
27482,1.32,7650.63,organic,2019,Nashville
27483,0.7,304769.77,conventional,2019,New Orleans/Mobile
27484,1.37,3106.85,organic,2019,New Orleans/Mobile
27485,1.38,1841656.32,conventional,2019,New York
27486,1.69,68225.68,organic,2019,New York
27487,1.24,4905574.37,conventional,2019,Northeast
27488,1.57,200527.55,organic,2019,Northeast
27489,1.2,453476.13,conventional,2019,Northern New England
27490,1.9,20082.66,organic,2019,Northern New England
27491,0.88,512065.79,conventional,2019,Orlando
27492,1.14,7347.0,organic,2019,Orlando
27493,1.17,542809.35,conventional,2019,Philadelphia
27494,1.48,23688.11,organic,2019,Philadelphia
27495,0.71,1295493.95,conventional,2019,Phoenix/Tucson
27496,1.66,18073.7,organic,2019,Phoenix/Tucson
27497,1.21,95574.21,conventional,2019,Pittsburgh
27498,1.2,9049.69,organic,2019,Pittsburgh
27499,0.95,1978403.81,conventional,2019,Plains
27500,1.32,48307.03,organic,2019,Plains
27501,0.95,721362.33,conventional,2019,Portland
27502,1.77,39687.14,organic,2019,Portland
27503,1.03,337875.79,conventional,2019,Raleigh/Greensboro
27504,2.19,11130.65,organic,2019,Raleigh/Greensboro
27505,1.08,264191.9,conventional,2019,Richmond/Norfolk
27506,1.19,16471.11,organic,2019,Richmond/Norfolk
27507,1.11,159833.51,conventional,2019,Roanoke
27508,1.21,10970.74,organic,2019,Roanoke
27509,1.11,466292.27,conventional,2019,Sacramento
27510,1.61,14398.48,organic,2019,Sacramento
27511,1.1,461312.77,conventional,2019,San Diego
27512,1.53,20392.91,organic,2019,San Diego
27513,1.03,1017498.99,conventional,2019,San Francisco
27514,1.89,49793.56,organic,2019,San Francisco
27515,1.25,593746.83,conventional,2019,Seattle
27516,1.77,53832.28,organic,2019,Seattle
27517,0.98,409907.68,conventional,2019,South Carolina
27518,1.67,11787.01,organic,2019,South Carolina
27519,0.75,6856433.29,conventional,2019,South Central
27520,1.42,98506.55,organic,2019,South Central
27521,0.91,4946318.35,conventional,2019,Southeast
27522,1.31,93155.06,organic,2019,Southeast
27523,1.01,102319.52,conventional,2019,Spokane
27524,1.84,4062.77,organic,2019,Spokane
27525,1.07,162222.32,conventional,2019,St. Louis
27526,1.95,5943.47,organic,2019,St. Louis
27527,0.99,82503.41,conventional,2019,Syracuse
27528,1.26,3390.3,organic,2019,Syracuse
27529,0.86,578293.44,conventional,2019,Tampa
27530,1.15,7822.58,organic,2019,Tampa
27531,0.96,39683131.73,conventional,2019,Total U.S.
27532,1.48,1254782.55,organic,2019,Total U.S.
27533,0.92,7272617.19,conventional,2019,West
27534,1.7,245994.99,organic,2019,West
27535,0.77,895722.88,conventional,2019,West Tex/New Mexico
27536,1.46,20226.95,organic,2019,West Tex/New Mexico
27537,1.04,118778.03,conventional,2019,Albany
27538,1.79,1607.56,organic,2019,Albany
27539,0.97,622852.92,conventional,2019,Atlanta
27540,1.6,22950.67,organic,2019,Atlanta
27541,1.3,806455.75,conventional,2019,Baltimore/Washington
27542,1.49,30130.21,organic,2019,Baltimore/Washington
27543,0.97,96769.38,conventional,2019,Boise
27544,2.04,7696.97,organic,2019,Boise
27545,1.19,643150.3,conventional,2019,Boston
27546,1.72,20006.59,organic,2019,Boston
27547,1.14,144727.98,conventional,2019,Buffalo/Rochester
27548,1.13,10671.02,organic,2019,Buffalo/Rochester
27549,1.16,5350705.96,conventional,2019,California
27550,1.72,244700.9,organic,2019,California
27551,1.11,238832.72,conventional,2019,Charlotte
27552,1.51,13163.66,organic,2019,Charlotte
27553,1.23,577773.16,conventional,2019,Chicago
27554,1.55,60452.08,organic,2019,Chicago
27555,0.97,231315.44,conventional,2019,Cincinnati/Dayton
27556,1.38,7518.89,organic,2019,Cincinnati/Dayton
27557,0.99,168013.43,conventional,2019,Columbus
27558,1.09,5345.92,organic,2019,Columbus
27559,0.72,1340033.9,conventional,2019,Dallas/Ft. Worth
27560,1.32,26433.19,organic,2019,Dallas/Ft. Worth
27561,0.97,860204.41,conventional,2019,Denver
27562,1.41,33182.77,organic,2019,Denver
27563,1.06,399277.33,conventional,2019,Detroit
27564,1.6,7261.8,organic,2019,Detroit
27565,1.31,158148.88,conventional,2019,Grand Rapids
27566,1.27,4982.48,organic,2019,Grand Rapids
27567,1.08,3147477.45,conventional,2019,Great Lakes
27568,1.45,138391.8,organic,2019,Great Lakes
27569,1.09,267842.49,conventional,2019,Harrisburg/Scranton
27570,1.22,11102.57,organic,2019,Harrisburg/Scranton
27571,1.42,275572.38,conventional,2019,Hartford/Springfield
27572,2.08,7956.29,organic,2019,Hartford/Springfield
27573,0.84,1136868.21,conventional,2019,Houston
27574,1.69,15143.36,organic,2019,Houston
27575,1.0,184504.44,conventional,2019,Indianapolis
27576,1.52,3739.66,organic,2019,Indianapolis
27577,0.9,207144.33,conventional,2019,Jacksonville
27578,1.2,2868.61,organic,2019,Jacksonville
27579,1.0,315467.73,conventional,2019,Las Vegas
27580,1.78,9745.54,organic,2019,Las Vegas
27581,1.1,2486958.47,conventional,2019,Los Angeles
27582,1.71,96911.79,organic,2019,Los Angeles
27583,1.06,95504.76,conventional,2019,Louisville
27584,1.2,4589.51,organic,2019,Louisville
27585,0.9,974008.31,conventional,2019,Miami/Ft. Lauderdale
27586,1.17,11536.87,organic,2019,Miami/Ft. Lauderdale
27587,1.12,3061147.2,conventional,2019,Midsouth
27588,1.53,137285.85,organic,2019,Midsouth
27589,0.93,229589.68,conventional,2019,Nashville
27590,1.58,7481.67,organic,2019,Nashville
27591,0.76,285682.46,conventional,2019,New Orleans/Mobile
27592,1.37,2361.88,organic,2019,New Orleans/Mobile
27593,1.35,1482369.12,conventional,2019,New York
27594,1.73,61886.47,organic,2019,New York
27595,1.2,4586789.27,conventional,2019,Northeast
27596,1.6,179757.69,organic,2019,Northeast
27597,0.91,676071.84,conventional,2019,Northern New England
27598,1.88,17021.53,organic,2019,Northern New England
27599,0.89,504318.72,conventional,2019,Orlando
27600,1.13,7294.15,organic,2019,Orlando
27601,1.2,451306.97,conventional,2019,Philadelphia
27602,1.62,18134.6,organic,2019,Philadelphia
27603,0.84,1137571.12,conventional,2019,Phoenix/Tucson
27604,1.69,16838.27,organic,2019,Phoenix/Tucson
27605,1.21,93638.52,conventional,2019,Pittsburgh
27606,1.16,8447.7,organic,2019,Pittsburgh
27607,1.05,1700304.04,conventional,2019,Plains
27608,1.43,45856.12,organic,2019,Plains
27609,1.07,644068.81,conventional,2019,Portland
27610,1.78,32212.08,organic,2019,Portland
27611,1.09,310019.91,conventional,2019,Raleigh/Greensboro
27612,2.04,12595.47,organic,2019,Raleigh/Greensboro
27613,1.09,239876.89,conventional,2019,Richmond/Norfolk
27614,1.35,12584.2,organic,2019,Richmond/Norfolk
27615,1.07,147390.88,conventional,2019,Roanoke
27616,1.37,7653.39,organic,2019,Roanoke
27617,1.31,415797.12,conventional,2019,Sacramento
27618,1.6,15909.23,organic,2019,Sacramento
27619,1.08,466521.24,conventional,2019,San Diego
27620,1.74,23767.14,organic,2019,San Diego
27621,1.33,761037.19,conventional,2019,San Francisco
27622,1.82,55796.31,organic,2019,San Francisco
27623,1.23,631258.89,conventional,2019,Seattle
27624,2.16,23745.5,organic,2019,Seattle
27625,1.0,372777.66,conventional,2019,South Carolina
27626,1.67,13394.05,organic,2019,South Carolina
27627,0.79,6011640.94,conventional,2019,South Central
27628,1.42,104872.12,organic,2019,South Central
27629,0.91,4708953.98,conventional,2019,Southeast
27630,1.39,99837.75,organic,2019,Southeast
27631,1.01,101940.34,conventional,2019,Spokane
27632,1.72,3033.63,organic,2019,Spokane
27633,1.12,144809.76,conventional,2019,St. Louis
27634,2.02,6619.83,organic,2019,St. Louis
27635,1.1,71301.47,conventional,2019,Syracuse
27636,1.34,3895.7,organic,2019,Syracuse
27637,0.86,557155.31,conventional,2019,Tampa
27638,1.15,7519.13,organic,2019,Tampa
27639,1.02,35174364.71,conventional,2019,Total U.S.
27640,1.58,1167414.83,organic,2019,Total U.S.
27641,0.98,6607345.74,conventional,2019,West
27642,1.7,216712.6,organic,2019,West
27643,0.85,794659.38,conventional,2019,West Tex/New Mexico
27644,1.45,20441.12,organic,2019,West Tex/New Mexico
27645,0.98,113708.87,conventional,2019,Albany
27646,1.68,2149.84,organic,2019,Albany
27647,0.98,585604.01,conventional,2019,Atlanta
27648,1.71,22364.73,organic,2019,Atlanta
27649,1.3,746916.71,conventional,2019,Baltimore/Washington
27650,1.39,33056.33,organic,2019,Baltimore/Washington
27651,1.08,101670.1,conventional,2019,Boise
27652,2.06,6379.78,organic,2019,Boise
27653,1.35,553606.09,conventional,2019,Boston
27654,1.86,17010.14,organic,2019,Boston
27655,1.13,148594.23,conventional,2019,Buffalo/Rochester
27656,1.45,6529.74,organic,2019,Buffalo/Rochester
27657,1.19,5221835.02,conventional,2019,California
27658,1.81,279043.95,organic,2019,California
27659,1.11,248642.96,conventional,2019,Charlotte
27660,1.97,9557.13,organic,2019,Charlotte
27661,0.95,791508.82,conventional,2019,Chicago
27662,1.51,83514.46,organic,2019,Chicago
27663,1.02,233375.59,conventional,2019,Cincinnati/Dayton
27664,1.55,12299.81,organic,2019,Cincinnati/Dayton
27665,1.0,156212.77,conventional,2019,Columbus
27666,1.13,14062.2,organic,2019,Columbus
27667,0.71,1379175.67,conventional,2019,Dallas/Ft. Worth
27668,1.4,30987.32,organic,2019,Dallas/Ft. Worth
27669,1.12,713371.14,conventional,2019,Denver
27670,1.69,35538.13,organic,2019,Denver
27671,1.13,357725.77,conventional,2019,Detroit
27672,1.14,26669.21,organic,2019,Detroit
27673,1.47,151379.44,conventional,2019,Grand Rapids
27674,1.24,5336.78,organic,2019,Grand Rapids
27675,1.06,3234931.13,conventional,2019,Great Lakes
27676,1.37,212805.13,organic,2019,Great Lakes
27677,0.98,281578.24,conventional,2019,Harrisburg/Scranton
27678,1.2,12959.49,organic,2019,Harrisburg/Scranton
27679,1.42,279204.19,conventional,2019,Hartford/Springfield
27680,1.68,14449.03,organic,2019,Hartford/Springfield
27681,0.8,1144648.96,conventional,2019,Houston
27682,1.69,14636.0,organic,2019,Houston
27683,1.0,179938.28,conventional,2019,Indianapolis
27684,1.28,6324.32,organic,2019,Indianapolis
27685,0.9,188473.3,conventional,2019,Jacksonville
27686,1.25,2517.81,organic,2019,Jacksonville
27687,1.03,295900.15,conventional,2019,Las Vegas
27688,1.82,9380.59,organic,2019,Las Vegas
27689,1.13,2474980.56,conventional,2019,Los Angeles
27690,1.8,109465.91,organic,2019,Los Angeles
27691,1.08,90053.32,conventional,2019,Louisville
27692,1.23,5051.77,organic,2019,Louisville
27693,0.91,918664.34,conventional,2019,Miami/Ft. Lauderdale
27694,1.18,9987.94,organic,2019,Miami/Ft. Lauderdale
27695,1.11,2991039.22,conventional,2019,Midsouth
27696,1.58,139809.87,organic,2019,Midsouth
27697,0.88,210276.0,conventional,2019,Nashville
27698,1.32,10033.83,organic,2019,Nashville
27699,0.76,277651.12,conventional,2019,New Orleans/Mobile
27700,1.33,2039.25,organic,2019,New Orleans/Mobile
27701,1.4,1398075.13,conventional,2019,New York
27702,1.42,125110.54,organic,2019,New York
27703,1.26,4175148.39,conventional,2019,Northeast
27704,1.47,264909.57,organic,2019,Northeast
27705,1.2,427354.07,conventional,2019,Northern New England
27706,1.89,17804.14,organic,2019,Northern New England
27707,0.88,477476.7,conventional,2019,Orlando
27708,1.14,7410.4,organic,2019,Orlando
27709,1.17,431264.84,conventional,2019,Philadelphia
27710,1.35,33882.82,organic,2019,Philadelphia
27711,0.78,1249281.09,conventional,2019,Phoenix/Tucson
27712,1.85,16668.59,organic,2019,Phoenix/Tucson
27713,1.21,92910.04,conventional,2019,Pittsburgh
27714,1.24,6578.24,organic,2019,Pittsburgh
27715,1.1,1671572.43,conventional,2019,Plains
27716,1.42,46651.25,organic,2019,Plains
27717,1.24,566437.08,conventional,2019,Portland
27718,1.78,22322.41,organic,2019,Portland
27719,1.08,316897.72,conventional,2019,Raleigh/Greensboro
27720,2.31,10677.31,organic,2019,Raleigh/Greensboro
27721,1.04,244349.92,conventional,2019,Richmond/Norfolk
27722,1.54,10900.68,organic,2019,Richmond/Norfolk
27723,1.04,138398.07,conventional,2019,Roanoke
27724,1.52,7175.41,organic,2019,Roanoke
27725,1.28,441441.9,conventional,2019,Sacramento
27726,1.68,17631.8,organic,2019,Sacramento
27727,1.11,457395.39,conventional,2019,San Diego
27728,1.82,28725.11,organic,2019,San Diego
27729,1.36,685666.1,conventional,2019,San Francisco
27730,1.86,59200.65,organic,2019,San Francisco
27731,1.41,553724.48,conventional,2019,Seattle
27732,2.19,15529.78,organic,2019,Seattle
27733,1.01,370326.87,conventional,2019,South Carolina
27734,1.81,12710.0,organic,2019,South Carolina
27735,0.78,6245130.34,conventional,2019,South Central
27736,1.49,116218.19,organic,2019,South Central
27737,0.91,4594633.52,conventional,2019,Southeast
27738,1.47,94853.71,organic,2019,Southeast
27739,1.19,92628.26,conventional,2019,Spokane
27740,1.87,2434.2,organic,2019,Spokane
27741,1.18,150345.93,conventional,2019,St. Louis
27742,1.99,6829.7,organic,2019,St. Louis
27743,1.09,75058.95,conventional,2019,Syracuse
27744,1.58,2610.75,organic,2019,Syracuse
27745,0.87,549492.11,conventional,2019,Tampa
27746,1.16,7359.48,organic,2019,Tampa
27747,1.03,34459834.98,conventional,2019,Total U.S.
27748,1.58,1355282.79,organic,2019,Total U.S.
27749,1.04,6325545.01,conventional,2019,West
27750,1.8,200991.07,organic,2019,West
27751,0.88,845024.34,conventional,2019,West Tex/New Mexico
27752,1.55,18989.06,organic,2019,West Tex/New Mexico
27753,1.02,111248.53,conventional,2019,Albany
27754,1.77,1803.11,organic,2019,Albany
27755,0.94,622337.92,conventional,2019,Atlanta
27756,1.4,24927.77,organic,2019,Atlanta
27757,1.17,793874.05,conventional,2019,Baltimore/Washington
27758,1.42,30956.81,organic,2019,Baltimore/Washington
27759,0.93,116302.04,conventional,2019,Boise
27760,1.84,3970.93,organic,2019,Boise
27761,1.3,487757.67,conventional,2019,Boston
27762,1.75,14270.6,organic,2019,Boston
27763,1.14,145846.28,conventional,2019,Buffalo/Rochester
27764,1.18,6326.04,organic,2019,Buffalo/Rochester
27765,1.02,6379512.32,conventional,2019,California
27766,1.77,279562.49,organic,2019,California
27767,1.01,282780.88,conventional,2019,Charlotte
27768,1.86,10560.2,organic,2019,Charlotte
27769,0.9,765692.1,conventional,2019,Chicago
27770,1.1,110246.87,organic,2019,Chicago
27771,0.8,260828.15,conventional,2019,Cincinnati/Dayton
27772,1.1,20020.45,organic,2019,Cincinnati/Dayton
27773,0.76,196696.68,conventional,2019,Columbus
27774,0.79,24272.51,organic,2019,Columbus
27775,0.65,1554164.45,conventional,2019,Dallas/Ft. Worth
27776,1.28,27291.57,organic,2019,Dallas/Ft. Worth
27777,0.97,866144.97,conventional,2019,Denver
27778,1.55,29729.22,organic,2019,Denver
27779,0.9,398181.71,conventional,2019,Detroit
27780,0.72,47685.01,organic,2019,Detroit
27781,1.37,151814.94,conventional,2019,Grand Rapids
27782,1.29,4972.46,organic,2019,Grand Rapids
27783,0.9,3598053.94,conventional,2019,Great Lakes
27784,0.97,338732.34,organic,2019,Great Lakes
27785,0.98,293690.65,conventional,2019,Harrisburg/Scranton
27786,1.28,10451.46,organic,2019,Harrisburg/Scranton
27787,1.38,271692.95,conventional,2019,Hartford/Springfield
27788,1.87,10134.72,organic,2019,Hartford/Springfield
27789,0.68,1324464.4,conventional,2019,Houston
27790,1.59,16799.81,organic,2019,Houston
27791,0.83,201456.71,conventional,2019,Indianapolis
27792,0.94,15263.91,organic,2019,Indianapolis
27793,0.85,252375.21,conventional,2019,Jacksonville
27794,1.25,2291.93,organic,2019,Jacksonville
27795,0.96,311574.52,conventional,2019,Las Vegas
27796,1.69,11701.25,organic,2019,Las Vegas
27797,0.96,2980914.62,conventional,2019,Los Angeles
27798,1.71,118834.27,organic,2019,Los Angeles
27799,0.97,96526.8,conventional,2019,Louisville
27800,0.82,7400.04,organic,2019,Louisville
27801,0.89,1102985.42,conventional,2019,Miami/Ft. Lauderdale
27802,1.19,8982.52,organic,2019,Miami/Ft. Lauderdale
27803,0.98,3294060.63,conventional,2019,Midsouth
27804,1.35,164207.1,organic,2019,Midsouth
27805,0.82,230398.16,conventional,2019,Nashville
27806,1.2,10132.87,organic,2019,Nashville
27807,0.67,335922.71,conventional,2019,New Orleans/Mobile
27808,1.35,2393.21,organic,2019,New Orleans/Mobile
27809,1.42,1326344.14,conventional,2019,New York
27810,1.73,65817.92,organic,2019,New York
27811,1.21,4234878.43,conventional,2019,Northeast
27812,1.62,180299.69,organic,2019,Northeast
27813,0.88,603111.24,conventional,2019,Northern New England
27814,1.72,18297.75,organic,2019,Northern New England
27815,0.86,602459.94,conventional,2019,Orlando
27816,1.14,8380.85,organic,2019,Orlando
27817,1.15,426861.5,conventional,2019,Philadelphia
27818,1.56,23051.64,organic,2019,Philadelphia
27819,0.76,1171715.79,conventional,2019,Phoenix/Tucson
27820,1.76,18821.28,organic,2019,Phoenix/Tucson
27821,0.97,138983.81,conventional,2019,Pittsburgh
27822,1.26,7812.3,organic,2019,Pittsburgh
27823,0.79,2374418.73,conventional,2019,Plains
27824,1.38,48589.64,organic,2019,Plains
27825,0.95,698700.01,conventional,2019,Portland
27826,1.54,23154.19,organic,2019,Portland
27827,0.97,348454.55,conventional,2019,Raleigh/Greensboro
27828,2.01,12884.06,organic,2019,Raleigh/Greensboro
27829,0.83,268280.9,conventional,2019,Richmond/Norfolk
27830,1.11,16339.52,organic,2019,Richmond/Norfolk
27831,0.82,165253.26,conventional,2019,Roanoke
27832,1.12,10508.17,organic,2019,Roanoke
27833,1.17,498927.84,conventional,2019,Sacramento
27834,1.73,17446.33,organic,2019,Sacramento
27835,0.89,648137.38,conventional,2019,San Diego
27836,1.77,29976.29,organic,2019,San Diego
27837,1.19,822443.17,conventional,2019,San Francisco
27838,1.91,52019.56,organic,2019,San Francisco
27839,1.09,636457.39,conventional,2019,Seattle
27840,1.47,60242.54,organic,2019,Seattle
27841,0.91,445486.86,conventional,2019,South Carolina
27842,1.49,15646.19,organic,2019,South Carolina
27843,0.69,7097910.92,conventional,2019,South Central
27844,1.35,119640.7,organic,2019,South Central
27845,0.87,5481455.09,conventional,2019,Southeast
27846,1.3,108084.38,organic,2019,Southeast
27847,0.92,103125.17,conventional,2019,Spokane
27848,1.67,3893.59,organic,2019,Spokane
27849,0.96,187490.55,conventional,2019,St. Louis
27850,2.08,6668.43,organic,2019,St. Louis
27851,1.12,67860.4,conventional,2019,Syracuse
27852,1.32,2658.63,organic,2019,Syracuse
27853,0.84,673884.4,conventional,2019,Tampa
27854,1.16,8102.64,organic,2019,Tampa
27855,0.92,39387849.97,conventional,2019,Total U.S.
27856,1.41,1484973.94,organic,2019,Total U.S.
27857,0.92,6927559.92,conventional,2019,West
27858,1.57,245857.57,organic,2019,West
27859,0.84,797419.57,conventional,2019,West Tex/New Mexico
27860,1.45,19466.22,organic,2019,West Tex/New Mexico
27861,0.92,185688.43,conventional,2020,Albany
27862,1.47,2152.91,organic,2020,Albany
27863,0.89,812755.45,conventional,2020,Atlanta
27864,1.33,30540.92,organic,2020,Atlanta
27865,1.13,1040583.36,conventional,2020,Baltimore/Washington
27866,1.36,40369.81,organic,2020,Baltimore/Washington
27867,1.09,121921.1,conventional,2020,Boise
27868,1.95,5494.54,organic,2020,Boise
27869,1.18,762475.92,conventional,2020,Boston
27870,1.7,23220.06,organic,2020,Boston
27871,1.15,193953.89,conventional,2020,Buffalo/Rochester
